"id"	"anno"	"gene"	"A_met"	"A_unmet"	"B_met"	"B_unmet"	"p.value"	"rateA"	"rateB"	"diff"	"padj_fdr"	"log_padj_fdr"	"sig"
"ENSG00000184602"	"CGI_promoter"	"SNN"	15.04	18.96	2	0	0.215873015873016	44.24	100	55.76	1	0	FALSE
"ENSG00000184613"	"body"	"NELL2"	55.81	47.19	9	1	0.0420988356149917	54.18	90	35.82	1	0	FALSE
"ENSG00000184634"	"body"	"MED12"	3	4	1	1	1	42.86	50	7.14	1	0	FALSE
"ENSG00000184635"	"CGI_promoter"	"ZNF93"	1	5	0	2	1	16.67	0	-16.67	1	0	FALSE
"ENSG00000184640"	"CGI_promoter"	"SEPT9"	0.99	10.01	1	0	0.166666666666667	9	100	91	1	0	FALSE
"ENSG00000184661"	"body"	"CDCA2"	8	2	1	0	1	80	100	20	1	0	FALSE
"ENSG00000184675"	"body"	"AMER1"	7.01	1.99	4	0	1	77.89	100	22.11	1	0	FALSE
"ENSG00000184677"	"body"	"ZBTB40"	15.04	10.96	0	3	0.0996168582375479	57.85	0	-57.85	1	0	FALSE
"ENSG00000184708"	"body"	"EIF4ENIF1"	17.07	14.93	4.02	1.98	0.672399672399672	53.34	67	13.66	1	0	FALSE
"ENSG00000184743"	"body"	"ATL3"	6	6	2	0	0.472527472527472	50	100	50	1	0	FALSE
"ENSG00000184752"	"CGI_promoter"	"NDUFA12"	12	2	2	0	1	85.71	100	14.29	1	0	FALSE
"ENSG00000184785"	"CGI_promoter"	"SMIM10"	11.01	1.99	4	0	1	84.69	100	15.31	1	0	FALSE
"ENSG00000184787"	"CGI_promoter"	"UBE2G2"	1.98	22.02	0	3	1	8.25	0	-8.25	1	0	FALSE
"ENSG00000184792"	"CGI_promoter"	"OSBP2"	3.01	5.99	0	9	0.205882352941177	33.44	0	-33.44	1	0	FALSE
"ENSG00000184811"	"body"	"TUSC5"	11	3	11.04	0.959999999999999	0.598260869565218	78.57	92	13.43	1	0	FALSE
"ENSG00000184828"	"CGI_promoter"	"ZBTB7C"	1	15	0	2	1	6.25	0	-6.25	1	0	FALSE
"ENSG00000184831"	"CGI_promoter"	"APOO"	4.01	1.99	1	0	1	66.83	100	33.17	1	0	FALSE
"ENSG00000184840"	"CGI_promoter"	"TMED9"	8	11	1	1	1	42.11	50	7.89	1	0	FALSE
"ENSG00000184857"	"CGI_promoter"	"TMEM186"	1	1	1	0	1	50	100	50	1	0	FALSE
"ENSG00000184857"	"body"	"TMEM186"	9	1	1	0	1	90	100	10	1	0	FALSE
"ENSG00000184860"	"body"	"SDR42E1"	2	1	0	1	1	66.67	0	-66.67	1	0	FALSE
"ENSG00000184863"	"CGI_promoter"	"RBM33"	5.98	15.02	0	2	1	28.48	0	-28.48	1	0	FALSE
"ENSG00000184897"	"CGI_promoter"	"H1FX"	1	17	1	3	0.337662337662338	5.56	25	19.44	1	0	FALSE
"ENSG00000184898"	"CGI_promoter"	"RBM43"	7	6	2	0	0.485714285714286	53.85	100	46.15	1	0	FALSE
"ENSG00000184905"	"nonCGI_promoter"	"TCEAL2"	0	1	1	1	1	0	50	50	1	0	FALSE
"ENSG00000184908"	"body"	"CLCNKB"	1	0	1	3	0.4	100	25	-75	1	0	FALSE
"ENSG00000184908"	"nonCGI_promoter"	"CLCNKB"	2.99	3.01	2	0	0.464285714285714	49.83	100	50.17	1	0	FALSE
"ENSG00000184911"	"body"	"DMRTC1B"	6.01	4.99	3	2	1	54.64	60	5.36	1	0	FALSE
"ENSG00000184916"	"nonCGI_promoter"	"JAG2"	3.02	18.98	2.01	0.99	0.091304347826087	13.73	67	53.27	1	0	FALSE
"ENSG00000184922"	"body"	"FMNL1"	10	2	1	0	1	83.33	100	16.67	1	0	FALSE
"ENSG00000184925"	"CGI_promoter"	"LCN12"	1	10	0.99	2.01	0.395604395604396	9.09	33	23.91	1	0	FALSE
"ENSG00000184937"	"CGI_promoter"	"WT1"	8.01	1.99	6.02	0.98	1	80.1	86	5.9	1	0	FALSE
"ENSG00000184937"	"body"	"WT1"	10	6	2	0	0.529411764705882	62.5	100	37.5	1	0	FALSE
"ENSG00000184939"	"body"	"ZFP90"	14.01	4.99	6	2	1	73.74	75	1.26	1	0	FALSE
"ENSG00000184949"	"CGI_promoter"	"FAM227A"	1	3	0	1	1	25	0	-25	1	0	FALSE
"ENSG00000184949"	"body"	"FAM227A"	31.01	12.99	2	3	0.313309042395867	70.48	40	-30.48	1	0	FALSE
"ENSG00000184979"	"body"	"USP18"	0	2	1	0	0.333333333333333	0	100	100	1	0	FALSE
"ENSG00000184985"	"CGI_promoter"	"SORCS2"	4	13	1	0	0.277777777777778	23.53	100	76.47	1	0	FALSE
"ENSG00000184986"	"CGI_promoter"	"TMEM121"	11.02	7.98	3	7	0.245077461269365	58	30	-28	1	0	FALSE
"ENSG00000184992"	"CGI_promoter"	"BRI3BP"	2.99	19.01	0	2	1	13.59	0	-13.59	1	0	FALSE
"ENSG00000184999"	"body"	"SLC22A10"	39.12	42.88	14.91	6.09	0.0849773415365182	47.71	71	23.29	1	0	FALSE
"ENSG00000185000"	"CGI_promoter"	"DGAT1"	12.86	38.14	0.99	2.01	1	25.22	33	7.78	1	0	FALSE
"ENSG00000185008"	"CGI_promoter"	"ROBO2"	0	2	1	0	0.333333333333333	0	100	100	1	0	FALSE
"ENSG00000185010"	"body"	"F8"	18.02	12.98	2	3	0.637127578304049	58.13	40	-18.13	1	0	FALSE
"ENSG00000185015"	"body"	"CA13"	16	22	6	0	0.0211396657794843	42.11	100	57.89	1	0	FALSE
"ENSG00000185019"	"body"	"UBOX5"	16	4	1	3	0.0592885375494071	80	25	-55	1	0	FALSE
"ENSG00000185028"	"CGI_promoter"	"LRRC14B"	17	2	1	0	1	89.47	100	10.53	1	0	FALSE
"ENSG00000185038"	"body"	"MROH2A"	36.07	16.93	0.99	2.01	0.263203463203463	68.06	33	-35.06	1	0	FALSE
"ENSG00000185049"	"CGI_promoter"	"NELFA"	17.12	22.88	1	1	1	42.8	50	7.2	1	0	FALSE
"ENSG00000185055"	"body"	"EFCAB10"	9.03	5.97	3.99	3.01	1	60.2	57	-3.2	1	0	FALSE
"ENSG00000185055"	"nonCGI_promoter"	"EFCAB10"	0	2	1	0	0.333333333333333	0	100	100	1	0	FALSE
"ENSG00000185056"	"nonCGI_promoter"	"C5orf47"	1	4	0	1	1	20	0	-20	1	0	FALSE
"ENSG00000185069"	"nonCGI_promoter"	"KRT76"	3	3	1	0	1	50	100	50	1	0	FALSE
"ENSG00000185101"	"nonCGI_promoter"	"ANO9"	3.99	6.01	1	4	0.6003996003996	39.9	20	-19.9	1	0	FALSE
"ENSG00000185105"	"nonCGI_promoter"	"MYADML2"	2	1	1	0	1	66.67	100	33.33	1	0	FALSE
"ENSG00000185112"	"CGI_promoter"	"FAM43A"	9.98	13.02	1	1	1	43.39	50	6.61	1	0	FALSE
"ENSG00000185122"	"CGI_promoter"	"HSF1"	1	11	1	0	0.153846153846154	8.33	100	91.67	1	0	FALSE
"ENSG00000185128"	"nonCGI_promoter"	"TBC1D3F"	26	10	4	1	1	72.22	80	7.78	1	0	FALSE
"ENSG00000185156"	"CGI_promoter"	"MFSD6L"	3.98	7.02	0	1	1	36.18	0	-36.18	1	0	FALSE
"ENSG00000185158"	"CGI_promoter"	"LRRC37B"	2	10	0	1	1	16.67	0	-16.67	1	0	FALSE
"ENSG00000185164"	"body"	"NOMO2"	19.98	13.02	6.03	2.97	1	60.55	67	6.45	1	0	FALSE
"ENSG00000185187"	"CGI_promoter"	"SIGIRR"	6	2	0	1	0.333333333333333	75	0	-75	1	0	FALSE
"ENSG00000185187"	"body"	"SIGIRR"	8.03	5.97	1	0	1	57.36	100	42.64	1	0	FALSE
"ENSG00000185189"	"CGI_promoter"	"NRBP2"	12.01	7.99	0	1	0.428571428571429	60.05	0	-60.05	1	0	FALSE
"ENSG00000185201"	"nonCGI_promoter"	"IFITM2"	6.01	5.99	1	0	1	50.08	100	49.92	1	0	FALSE
"ENSG00000185215"	"body"	"TNFAIP2"	19.02	4.98	1	0	1	79.25	100	20.75	1	0	FALSE
"ENSG00000185220"	"CGI_promoter"	"PGBD2"	1	6	1	1	0.416666666666667	14.29	50	35.71	1	0	FALSE
"ENSG00000185222"	"nonCGI_promoter"	"WBP5"	3	0	4	0	1	100	100	0	1	0	FALSE
"ENSG00000185238"	"CGI_promoter"	"PRMT3"	5.99	19.01	3	3	0.320441516214597	23.96	50	26.04	1	0	FALSE
"ENSG00000185246"	"body"	"PRPF39"	4	2	3	0	0.5	66.67	100	33.33	1	0	FALSE
"ENSG00000185262"	"CGI_promoter"	"UBALD2"	0.99	4.01	0	3	1	19.8	0	-19.8	1	0	FALSE
"ENSG00000185269"	"CGI_promoter"	"NOTUM"	4	8	1	0	0.384615384615385	33.33	100	66.67	1	0	FALSE
"ENSG00000185271"	"CGI_promoter"	"KLHL33"	14	2	2.01	0.99	0.422084623323013	87.5	67	-20.5	1	0	FALSE
"ENSG00000185274"	"CGI_promoter"	"WBSCR17"	8.99	2.01	1	0	1	81.73	100	18.27	1	0	FALSE
"ENSG00000185290"	"CGI_promoter"	"NUPR1L"	0.99	2.01	1	0	1	33	100	67	1	0	FALSE
"ENSG00000185304"	"body"	"RGPD2"	14.02	3.98	1	1	0.447368421052632	77.89	50	-27.89	1	0	FALSE
"ENSG00000185305"	"CGI_promoter"	"ARL15"	12	7	3.99	3.01	1	63.16	57	-6.16	1	0	FALSE
"ENSG00000185313"	"body"	"SCN10A"	16.98	9.02	4.97	2.03	1	65.31	71	5.69	1	0	FALSE
"ENSG00000185324"	"body"	"CDK10"	45.09	2.91	0	1	0.0816326530612245	93.94	0	-93.94	1	0	FALSE
"ENSG00000185324"	"nonCGI_promoter"	"CDK10"	3	1	0	1	0.4	75	0	-75	1	0	FALSE
"ENSG00000185332"	"body"	"TMEM105"	23.01	1.99	3	1	0.370552818828681	92.04	75	-17.04	1	0	FALSE
"ENSG00000185332"	"nonCGI_promoter"	"TMEM105"	1.99	4.01	4.97	2.03	0.286130536130536	33.17	71	37.83	1	0	FALSE
"ENSG00000185344"	"body"	"ATP6V0A2"	32.04	4.96	0	2	0.0283400809716599	86.59	0	-86.59	1	0	FALSE
"ENSG00000185361"	"body"	"TNFAIP8L1"	10	2	0	2	0.0659340659340659	83.33	0	-83.33	1	0	FALSE
"ENSG00000185372"	"nonCGI_promoter"	"OR2V1"	2	0	1	0	1	100	100	0	1	0	FALSE
"ENSG00000185379"	"body"	"RAD51D"	9.99	4.01	2	0	1	71.36	100	28.64	1	0	FALSE
"ENSG00000185386"	"CGI_promoter"	"MAPK11"	10	15	1	0	0.423076923076923	40	100	60	1	0	FALSE
"ENSG00000185404"	"body"	"SP140L"	5.01	1.99	1	0	1	71.57	100	28.43	1	0	FALSE
"ENSG00000185448"	"CGI_promoter"	"FAM47A"	5.99	10.01	2	0	0.183006535947713	37.44	100	62.56	1	0	FALSE
"ENSG00000185477"	"CGI_promoter"	"GPRIN3"	1	4	1	0	0.333333333333333	20	100	80	1	0	FALSE
"ENSG00000185477"	"body"	"GPRIN3"	25.01	10.99	2	3	0.316951739929917	69.47	40	-29.47	1	0	FALSE
"ENSG00000185480"	"body"	"PARPBP"	3.99	3.01	1	0	1	57	100	43	1	0	FALSE
"ENSG00000185499"	"CGI_promoter"	"MUC1"	2	23	0	1	1	8	0	-8	1	0	FALSE
"ENSG00000185513"	"CGI_promoter"	"L3MBTL1"	2	1	0	1	1	66.67	0	-66.67	1	0	FALSE
"ENSG00000185519"	"body"	"FAM131C"	2	1	0	1	1	66.67	0	-66.67	1	0	FALSE
"ENSG00000185523"	"body"	"C1orf227"	2	1	1	0	1	66.67	100	33.33	1	0	FALSE
"ENSG00000185527"	"nonCGI_promoter"	"PDE6G"	8	2	2	0	1	80	100	20	1	0	FALSE
"ENSG00000185532"	"CGI_promoter"	"PRKG1"	0.99	7.01	1	0	0.222222222222222	12.38	100	87.62	1	0	FALSE
"ENSG00000185567"	"CGI_promoter"	"AHNAK2"	8.04	17.96	0	3	0.540229885057471	30.92	0	-30.92	1	0	FALSE
"ENSG00000185591"	"CGI_promoter"	"SP1"	2.99	9.01	0	3	1	24.92	0	-24.92	1	0	FALSE
"ENSG00000185591"	"body"	"SP1"	29.05	4.95	4	0	1	85.44	100	14.56	1	0	FALSE
"ENSG00000185608"	"CGI_promoter"	"MRPL40"	0	11	1	1	0.153846153846154	0	50	50	1	0	FALSE
"ENSG00000185610"	"body"	"DBX2"	3	0	0	2	0.1	100	0	-100	1	0	FALSE
"ENSG00000185627"	"body"	"PSMD13"	10.97	3.03	1	0	1	78.36	100	21.64	1	0	FALSE
"ENSG00000185630"	"nonCGI_promoter"	"PBX1"	2	0	1	0	1	100	100	0	1	0	FALSE
"ENSG00000185633"	"CGI_promoter"	"NDUFA4L2"	7.94	26.06	0.99	2.01	1	23.35	33	9.65	1	0	FALSE
"ENSG00000185634"	"body"	"SHC4"	21.09	16.91	3	1	0.622728491021174	55.5	75	19.5	1	0	FALSE
"ENSG00000185640"	"body"	"KRT79"	5	0	1	1	0.285714285714286	100	50	-50	1	0	FALSE
"ENSG00000185640"	"nonCGI_promoter"	"KRT79"	12.95	8.05	2	3	0.619565217391305	61.67	40	-21.67	1	0	FALSE
"ENSG00000185650"	"CGI_promoter"	"ZFP36L1"	1.95	23.05	1.98	9.02	0.570494864612512	7.8	18	10.2	1	0	FALSE
"ENSG00000185651"	"body"	"UBE2L3"	48.88	33.12	3.96	5.04	0.482633797688779	59.61	44	-15.61	1	0	FALSE
"ENSG00000185652"	"CGI_promoter"	"NTF3"	7	2	0	1	0.3	77.78	0	-77.78	1	0	FALSE
"ENSG00000185658"	"nonCGI_promoter"	"BRWD1"	2	3	0	1	1	40	0	-40	1	0	FALSE
"ENSG00000185669"	"CGI_promoter"	"SNAI3"	5.94	35.06	2.03	4.97	0.329740296061317	14.49	29	14.51	1	0	FALSE
"ENSG00000185674"	"nonCGI_promoter"	"LYG2"	1	0	1	0	1	100	100	0	1	0	FALSE
"ENSG00000185681"	"CGI_promoter"	"MORN5"	7.99	6.01	2	0	0.5	57.07	100	42.93	1	0	FALSE
"ENSG00000185689"	"body"	"C6orf201"	15.03	9.97	2	0	0.515669515669516	60.12	100	39.88	1	0	FALSE
"ENSG00000185716"	"body"	"C16orf52"	13	3	1	0	1	81.25	100	18.75	1	0	FALSE
"ENSG00000185721"	"body"	"DRG1"	58.15	37.85	8	2	0.313149631308223	60.57	80	19.43	1	0	FALSE
"ENSG00000185722"	"CGI_promoter"	"ANKFY1"	0	1	1	4	1	0	20	20	1	0	FALSE
"ENSG00000185728"	"body"	"YTHDF3"	9	1	1	1	0.318181818181818	90	50	-40	1	0	FALSE
"ENSG00000185730"	"CGI_promoter"	"ZNF696"	7.95	18.05	9.01	7.99	0.205451654861316	30.58	53	22.42	1	0	FALSE
"ENSG00000185737"	"CGI_promoter"	"NRG3"	6.05	16.95	0	8	0.297643155262732	26.3	0	-26.3	1	0	FALSE
"ENSG00000185739"	"nonCGI_promoter"	"SRL"	6.02	7.98	1	1	1	43	50	7	1	0	FALSE
"ENSG00000185742"	"CGI_promoter"	"C11orf87"	2.97	6.03	1	0	0.4	33	100	67	1	0	FALSE
"ENSG00000185774"	"CGI_promoter"	"KCNIP4"	1	1	1	1	1	50	50	0	1	0	FALSE
"ENSG00000185792"	"body"	"NLRP9"	1.98	6.02	2	0	0.133333333333333	24.75	100	75.25	1	0	FALSE
"ENSG00000185798"	"CGI_promoter"	"WDR53"	2	17	1	0	0.15	10.53	100	89.47	1	0	FALSE
"ENSG00000185800"	"CGI_promoter"	"DMWD"	11	5	3.01	3.99	0.36303674787993	68.75	43	-25.75	1	0	FALSE
"ENSG00000185803"	"CGI_promoter"	"SLC52A2"	7.03	2.97	4.98	1.02	1	70.3	83	12.7	1	0	FALSE
"ENSG00000185823"	"CGI_promoter"	"NPAP1"	0.99	2.01	1	0	1	33	100	67	1	0	FALSE
"ENSG00000185825"	"body"	"BCAP31"	13	4	3.01	3.99	0.167048054919909	76.47	43	-33.47	1	0	FALSE
"ENSG00000185860"	"body"	"C1orf110"	1	2	0	1	1	33.33	0	-33.33	1	0	FALSE
"ENSG00000185863"	"CGI_promoter"	"TMEM210"	11.97	4.03	1	0	1	74.81	100	25.19	1	0	FALSE
"ENSG00000185880"	"body"	"TRIM69"	2.01	1.99	0	1	1	50.25	0	-50.25	1	0	FALSE
"ENSG00000185880"	"nonCGI_promoter"	"TRIM69"	0	6	0	3	1	0	0	0	1	0	FALSE
"ENSG00000185885"	"nonCGI_promoter"	"IFITM1"	1	0	1	1	1	100	50	-50	1	0	FALSE
"ENSG00000185888"	"CGI_promoter"	"PRSS38"	21.06	5.94	2	0	1	78	100	22	1	0	FALSE
"ENSG00000185899"	"nonCGI_promoter"	"TAS2R60"	5.01	0.99	1	0	1	83.5	100	16.5	1	0	FALSE
"ENSG00000185900"	"CGI_promoter"	"POMK"	6	2	1	0	1	75	100	25	1	0	FALSE
"ENSG00000185909"	"CGI_promoter"	"KLHDC8B"	5	2	2	0	1	71.43	100	28.57	1	0	FALSE
"ENSG00000185917"	"body"	"SETD4"	24.03	12.97	3	1	1	64.95	75	10.05	1	0	FALSE
"ENSG00000185920"	"CGI_promoter"	"PTCH1"	20.02	12.98	0	2	0.176470588235294	60.67	0	-60.67	1	0	FALSE
"ENSG00000185933"	"CGI_promoter"	"CALHM1"	22.01	1.99	2	0	1	91.71	100	8.29	1	0	FALSE
"ENSG00000185942"	"CGI_promoter"	"NKAIN3"	2	6	1	1	1	25	50	25	1	0	FALSE
"ENSG00000185947"	"CGI_promoter"	"ZNF267"	2.01	0.99	0	2	0.4	67	0	-67	1	0	FALSE
"ENSG00000185950"	"CGI_promoter"	"IRS2"	10.05	35.95	0.99	2.01	0.542118975249674	21.85	33	11.15	1	0	FALSE
"ENSG00000185963"	"CGI_promoter"	"BICD2"	3.99	17.01	1	4	1	19	20	1	1	0	FALSE
"ENSG00000185973"	"body"	"TMLHE"	10	14	1	1	1	41.67	50	8.33	1	0	FALSE
"ENSG00000185974"	"body"	"GRK1"	37.06	7.94	0	1	0.195652173913043	82.36	0	-82.36	1	0	FALSE
"ENSG00000185985"	"CGI_promoter"	"SLITRK2"	4	4	3	0	0.236363636363636	50	100	50	1	0	FALSE
"ENSG00000185988"	"CGI_promoter"	"PLK5"	4	2	0	1	0.428571428571428	66.67	0	-66.67	1	0	FALSE
"ENSG00000186001"	"CGI_promoter"	"LRCH3"	19.03	22.97	1	1	1	45.31	50	4.69	1	0	FALSE
"ENSG00000186001"	"body"	"LRCH3"	29.06	7.94	4	0	0.568993779006616	78.54	100	21.46	1	0	FALSE
"ENSG00000186007"	"CGI_promoter"	"LEMD1"	6.96	10.04	0	3	0.521052631578947	40.94	0	-40.94	1	0	FALSE
"ENSG00000186007"	"body"	"LEMD1"	46.98	19.02	6.05	4.95	0.303324623937862	71.18	55	-16.18	1	0	FALSE
"ENSG00000186010"	"CGI_promoter"	"NDUFA13"	23	11	3	1	1	67.65	75	7.35	1	0	FALSE
"ENSG00000186017"	"CGI_promoter"	"ZNF566"	2.01	2.99	1	1	1	40.2	50	9.8	1	0	FALSE
"ENSG00000186017"	"body"	"ZNF566"	3	1	2	0	1	75	100	25	1	0	FALSE
"ENSG00000186020"	"body"	"ZNF529"	10	10	1	0	1	50	100	50	1	0	FALSE
"ENSG00000186026"	"CGI_promoter"	"ZNF284"	1	1	1.05	13.95	0.227941176470588	50	7	-43	1	0	FALSE
"ENSG00000186063"	"body"	"AIDA"	7	4	2.01	0.99	1	63.64	67	3.36	1	0	FALSE
"ENSG00000186073"	"body"	"C15orf41"	33.05	12.95	9	1	0.422562178771001	71.85	90	18.15	1	0	FALSE
"ENSG00000186081"	"nonCGI_promoter"	"KRT5"	9.01	1.99	1	0	1	81.91	100	18.09	1	0	FALSE
"ENSG00000186088"	"body"	"GSAP"	24.95	14.05	2	0	0.539024390243903	63.97	100	36.03	1	0	FALSE
"ENSG00000186111"	"CGI_promoter"	"PIP5K1C"	3.01	14.99	1	0	0.210526315789474	16.72	100	83.28	1	0	FALSE
"ENSG00000186115"	"nonCGI_promoter"	"CYP4F2"	1	1	1	0	1	50	100	50	1	0	FALSE
"ENSG00000186118"	"CGI_promoter"	"TEX38"	0	2	1	0	0.333333333333333	0	100	100	1	0	FALSE
"ENSG00000186130"	"nonCGI_promoter"	"ZBTB6"	1	2	0	1	1	33.33	0	-33.33	1	0	FALSE
"ENSG00000186143"	"nonCGI_promoter"	"C2orf53"	3	0	3	0	1	100	100	0	1	0	FALSE
"ENSG00000186153"	"CGI_promoter"	"WWOX"	8	13	0.99	2.01	1	38.1	33	-5.1	1	0	FALSE
"ENSG00000186160"	"body"	"CYP4Z1"	8.01	3.99	1	0	1	66.75	100	33.25	1	0	FALSE
"ENSG00000186166"	"CGI_promoter"	"CCDC84"	13	4	1	1	0.467836257309942	76.47	50	-26.47	1	0	FALSE
"ENSG00000186174"	"body"	"BCL9L"	31.97	21.03	2	0	0.519191919191919	60.32	100	39.68	1	0	FALSE
"ENSG00000186184"	"body"	"POLR1D"	9	6	1	0	1	60	100	40	1	0	FALSE
"ENSG00000186188"	"CGI_promoter"	"FFAR4"	2.01	0.99	4	0	0.428571428571428	67	100	33	1	0	FALSE
"ENSG00000186204"	"nonCGI_promoter"	"CYP4F12"	0	1	0	1	1	0	0	0	1	0	FALSE
"ENSG00000186205"	"body"	"MARC1"	4.01	2.99	1	0	1	57.29	100	42.71	1	0	FALSE
"ENSG00000186222"	"CGI_promoter"	"BLOC1S4"	1	10	0	4	1	9.09	0	-9.09	1	0	FALSE
"ENSG00000186231"	"body"	"KLHL32"	33.98	10.02	2.01	0.99	0.559666975023127	77.23	67	-10.23	1	0	FALSE
"ENSG00000186265"	"body"	"BTLA"	4.01	0.99	0	1	0.333333333333333	80.2	0	-80.2	1	0	FALSE
"ENSG00000186283"	"CGI_promoter"	"TOR3A"	5.98	19.02	1	1	0.458689458689459	23.92	50	26.08	1	0	FALSE
"ENSG00000186283"	"body"	"TOR3A"	2	1	1	0	1	66.67	100	33.33	1	0	FALSE
"ENSG00000186288"	"CGI_promoter"	"PABPC1L2A"	1	1	0	1	1	50	0	-50	1	0	FALSE
"ENSG00000186297"	"CGI_promoter"	"GABRA5"	3	0	3	1	1	100	75	-25	1	0	FALSE
"ENSG00000186297"	"body"	"GABRA5"	18.96	18.04	6	2	0.26924465211476	51.24	75	23.76	1	0	FALSE
"ENSG00000186329"	"body"	"TMEM212"	26.04	13.96	2	2	0.613881297375342	65.1	50	-15.1	1	0	FALSE
"ENSG00000186335"	"body"	"SLC36A2"	11.96	5.04	0	1	0.333333333333333	70.35	0	-70.35	1	0	FALSE
"ENSG00000186350"	"nonCGI_promoter"	"RXRA"	9.99	3.01	4	0	0.541176470588235	76.85	100	23.15	1	0	FALSE
"ENSG00000186354"	"CGI_promoter"	"C9orf47"	1.98	11.02	0	10	0.486166007905138	15.23	0	-15.23	1	0	FALSE
"ENSG00000186364"	"CGI_promoter"	"NUDT17"	6.01	18.99	0	3	1	24.04	0	-24.04	1	0	FALSE
"ENSG00000186376"	"body"	"ZNF75D"	16.02	16.98	2	0	0.485714285714286	48.55	100	51.45	1	0	FALSE
"ENSG00000186377"	"body"	"CYP4X1"	22.98	10.02	3	3	0.380486191631703	69.64	50	-19.64	1	0	FALSE
"ENSG00000186393"	"nonCGI_promoter"	"KRT26"	6	0	3	1	0.4	100	75	-25	1	0	FALSE
"ENSG00000186409"	"body"	"CCDC30"	17.02	18.98	2.01	0.99	0.604989604989605	47.28	67	19.72	1	0	FALSE
"ENSG00000186417"	"CGI_promoter"	"GLDN"	8.03	19.97	1	3	1	28.68	25	-3.68	1	0	FALSE
"ENSG00000186431"	"body"	"FCAR"	7.01	3.99	2	0	1	63.73	100	36.27	1	0	FALSE
"ENSG00000186432"	"body"	"KPNA4"	4	3	2	0	0.5	57.14	100	42.86	1	0	FALSE
"ENSG00000186448"	"CGI_promoter"	"ZNF197"	0	1	1	3	1	0	25	25	1	0	FALSE
"ENSG00000186448"	"body"	"ZNF197"	5	1	0	1	0.285714285714286	83.33	0	-83.33	1	0	FALSE
"ENSG00000186452"	"body"	"TMPRSS12"	8	1	1	1	0.345454545454545	88.89	50	-38.89	1	0	FALSE
"ENSG00000186462"	"nonCGI_promoter"	"NAP1L2"	0	1	0	1	1	0	0	0	1	0	FALSE
"ENSG00000186472"	"body"	"PCLO"	35	15	3	1	1	70	75	5	1	0	FALSE
"ENSG00000186474"	"nonCGI_promoter"	"KLK12"	2.01	0.99	0.99	2.01	1	67	33	-34	1	0	FALSE
"ENSG00000186479"	"body"	"RGS7BP"	14.02	4.98	4	4	0.374788689571298	73.79	50	-23.79	1	0	FALSE
"ENSG00000186480"	"CGI_promoter"	"INSIG1"	3	7	0	2	1	30	0	-30	1	0	FALSE
"ENSG00000186493"	"CGI_promoter"	"C5orf38"	2.01	30.99	0	4	1	6.09	0	-6.09	1	0	FALSE
"ENSG00000186509"	"body"	"OR9Q1"	18.04	19.96	1.98	7.02	0.265633818014101	47.47	22	-25.47	1	0	FALSE
"ENSG00000186510"	"body"	"CLCNKA"	4.99	4.01	1	1	1	55.44	50	-5.44	1	0	FALSE
"ENSG00000186510"	"nonCGI_promoter"	"CLCNKA"	11.03	5.97	1	1	1	64.88	50	-14.88	1	0	FALSE
"ENSG00000186517"	"body"	"ARHGAP30"	6	1	3	0	1	85.71	100	14.29	1	0	FALSE
"ENSG00000186532"	"body"	"SMYD4"	18.05	7.95	0.99	2.01	0.266830870279146	69.42	33	-36.42	1	0	FALSE
"ENSG00000186566"	"CGI_promoter"	"GPATCH8"	2	3	0	3	0.464285714285714	40	0	-40	1	0	FALSE
"ENSG00000186566"	"body"	"GPATCH8"	23.06	6.94	1	4	0.0258200054215235	76.87	20	-56.87	1	0	FALSE
"ENSG00000186567"	"body"	"CEACAM19"	6	1	3	0	1	85.71	100	14.29	1	0	FALSE
"ENSG00000186583"	"body"	"SPATC1"	12.01	1.99	1	0	1	85.79	100	14.21	1	0	FALSE
"ENSG00000186583"	"nonCGI_promoter"	"SPATC1"	20.02	3.98	3	0	1	83.42	100	16.58	1	0	FALSE
"ENSG00000186591"	"CGI_promoter"	"UBE2H"	5	12	0	3	0.539473684210526	29.41	0	-29.41	1	0	FALSE
"ENSG00000186625"	"body"	"KATNA1"	15.99	6.01	4	0	0.54247491638796	72.68	100	27.32	1	0	FALSE
"ENSG00000186628"	"body"	"FSD2"	33.96	7.04	3.99	3.01	0.14687969990984	82.83	57	-25.83	1	0	FALSE
"ENSG00000186628"	"nonCGI_promoter"	"FSD2"	0	2	1	0	0.333333333333333	0	100	100	1	0	FALSE
"ENSG00000186638"	"body"	"KIF24"	23.01	7.99	0	1	0.28125	74.23	0	-74.23	1	0	FALSE
"ENSG00000186642"	"nonCGI_promoter"	"PDE2A"	1.99	4.01	1	0	0.428571428571429	33.17	100	66.83	1	0	FALSE
"ENSG00000186648"	"CGI_promoter"	"LRRC16B"	13.96	11.04	1	0	1	55.84	100	44.16	1	0	FALSE
"ENSG00000186654"	"CGI_promoter"	"PRR5"	10.01	4.99	1	0	1	66.73	100	33.27	1	0	FALSE
"ENSG00000186660"	"CGI_promoter"	"ZFP91"	0	5	0.99	2.01	0.375	0	33	33	1	0	FALSE
"ENSG00000186665"	"CGI_promoter"	"C17orf58"	4.96	28.04	1.02	4.98	1	15.03	17	1.97	1	0	FALSE
"ENSG00000186684"	"body"	"CYP27C1"	36.01	5.99	8.01	0.99	1	85.74	89	3.26	1	0	FALSE
"ENSG00000186687"	"body"	"LYRM7"	1	1	1	0	1	50	100	50	1	0	FALSE
